name,popularity,albumName,artistNames,spotifyUri
The Rest Is Noise,0,In Colour,Jamie xx,spotify:track:77Ezu3tBE7gmzQ4mRnZZUf
Girl,0,In Colour,Jamie xx,spotify:track:6uZStsUS4t5H8td6DZqft9
Farewell Transmission,5,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:4fkAWGCbxNizyNwsHlrajH
I've Been Riding With the Ghost,1,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:0ds1WWFN1p0Gaw1HE4t73T
Just Be Simple,1,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:3dyHwki3kH1HDn2kkmNTUQ
Almost Was Good Enough,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:3sMGYJaM9pfIttVHokWQf0
The Old Black Hen,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia feat. Lawrence Peters,spotify:track:3gDYPETbbMdCb3PZkXmNWn
Peoria Lunch Box Blues,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia feat. Scout Niblett,spotify:track:3oj4AKbwwSIQx7Ttnc2fOC
John Henry Split My Heart,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:5oOZIqe9gaemH8rXnKKal2
Hold On Magnolia,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:5qpMqMGCu9tXD4gNqtpxrT
The Big Game Is Every Night - Bonus Track,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:4kISPETrsGiHnY5jd0iDgd
Whip Poor Will - Bonus Track,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:5uY9xESQhqZBjpA4m69LIj
Farewell Transmission - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:6VgdD7eGMBfaptRZNV3u8U
I've Been Riding With the Ghost - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:4hoJSadvQTknJNsoKkYCSK
Just Be Simple - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:5B2lQ33Ab904O88XhIyhLV
The Old Black Hen - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:01IDV5vlwNGPY4kfghzl75
Peoria Lunch Box Blues - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:4UFAzeTadcqOAuieSdgz9o
John Henry Split My Heart - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:3rKerSEsRqxMOmhGfwCMlm
Hold On Magnolia - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:1B1GMC80Pie26w2Bfn2dT4
The Big Game Is Every Night - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:6lF43aMl0bi7PxnnR7H3I5
Whip Poor Will - Demo,0,Magnolia Electric Co. (Deluxe Edition),Songs: Ohia,spotify:track:60edpGQtmjHfxSEGPYt7CK
Aries - Remastered 2008,12,Soul Zodiac,Cannonball Adderley,spotify:track:049jr2n6lu7kkHZCfPndEB
Introduction - Remastered,8,Soul Zodiac,Cannonball Adderley,spotify:track:4Ryd9qSSLaPmMZeJyiLo7a
Libra - Remastered,10,Soul Zodiac,Cannonball Adderley,spotify:track:13DVQRG8dgnEeBqN1VH1Bv
Capricorn - Remastered 2008,12,Soul Zodiac,Cannonball Adderley,spotify:track:60cPUsI2oQnarnooj6a7dO
Aquarius - Remastered 2008,10,Soul Zodiac,Cannonball Adderley,spotify:track:4TSsoMcbupVXGAoMNT9MW0
Pisces - Remastered,10,Soul Zodiac,Cannonball Adderley,spotify:track:0JVbq4B52U22qTbvXNsdyu
Sagittarius - Remastered,12,Soul Zodiac,Cannonball Adderley,spotify:track:2hpisWDyUc1LaYS2uu8hZx
Gemini - Remastered,9,Soul Zodiac,Cannonball Adderley,spotify:track:4SDs0qe6ciAm2sq4Rh2dp5
Leo - Remastered,10,Soul Zodiac,Cannonball Adderley,spotify:track:3aXV6RBmBC2VIx0BR0txlD
Virgo - Remastered,9,Soul Zodiac,Cannonball Adderley,spotify:track:2FjARTD8bxG5B2czCqTHgn
Scorpio - Remastered,8,Soul Zodiac,Cannonball Adderley,spotify:track:3KWPEnPt5McyCo8pHZFhmH
Cancer - Remastered,9,Soul Zodiac,Cannonball Adderley,spotify:track:4R7l7e1agWgtVwD7RzX808
Taurus - Remastered 2008,9,Soul Zodiac,Cannonball Adderley,spotify:track:4TmkIE8TpA0G1WZOcVXNLz
Too Much Love,37,LCD Soundsystem,LCD Soundsystem,spotify:track:0o0w7R5s7FT60liDBgxVFC
Movement,38,LCD Soundsystem,LCD Soundsystem,spotify:track:1pJS4rS12iA5MryQSAP2kQ
Thrills,33,LCD Soundsystem,LCD Soundsystem,spotify:track:3QpHWyCbyHifIQylnTp2ZQ
Losing My Edge,46,LCD Soundsystem,LCD Soundsystem,spotify:track:1XlDNpWy8dyEljyRd0RC2J
Give It Up,35,LCD Soundsystem,LCD Soundsystem,spotify:track:12ETjGIhfZnlNocWEOGpMO
Tired,28,LCD Soundsystem,LCD Soundsystem,spotify:track:2pAMSFXUw7eNmYxXQEVi1K
Yeah,39,LCD Soundsystem,LCD Soundsystem,spotify:track:2sE5rkUHUfC6Ys0SPSofuR
Yr City's a Sucker,36,LCD Soundsystem,LCD Soundsystem,spotify:track:4lL35nfQSgSvDsVFQtJ4Wp
Daft Punk Is Playing at My House,62,LCD Soundsystem,LCD Soundsystem,spotify:track:73mlvsfJM2qwlDUJxeaatI
Tribulations,54,LCD Soundsystem,LCD Soundsystem,spotify:track:5JOO8UMaEpOfhhatQQsAqm
Never as Tired as When I'm Waking Up,50,LCD Soundsystem,LCD Soundsystem,spotify:track:7gTMsKyhm6vuUWoxRaFpsJ
On Repeat,37,LCD Soundsystem,LCD Soundsystem,spotify:track:64Ei3OCnT9OosQfjNz6enh
Disco Infiltrator,37,LCD Soundsystem,LCD Soundsystem,spotify:track:6omXPpAJH4ap2jMGPqjv0C
Great Release,32,LCD Soundsystem,LCD Soundsystem,spotify:track:4xJrlkbNajNQ5v7jEc4VbU
Beat Connection,34,LCD Soundsystem,LCD Soundsystem,spotify:track:7rHWWHXB9TDNwivu6bTSwQ
Yeah - Pretentious Mix,29,LCD Soundsystem,LCD Soundsystem,spotify:track:7IkHMNTasImpmbDwCvBCYo
Get Innocuous!,48,Sound of Silver,LCD Soundsystem,spotify:track:0Ct2XTT4UBt9Y196i0Ido2
Time to Get Away,43,Sound of Silver,LCD Soundsystem,spotify:track:18GKzOdnC7i30f7PraM5Ui
North American Scum,53,Sound of Silver,LCD Soundsystem,spotify:track:29ufIwomYfLbWBxPMdaUZm
Someone Great,62,Sound of Silver,LCD Soundsystem,spotify:track:2VGDntFPvgvqSiUf9ITEfW
All My Friends,62,Sound of Silver,LCD Soundsystem,spotify:track:2Ud3deeqLAG988pfW0Kwcl
Us V Them,43,Sound of Silver,LCD Soundsystem,spotify:track:6shyEhv7EqbnL2ZGcMdaHo
Watch the Tapes,39,Sound of Silver,LCD Soundsystem,spotify:track:4tzg6aQGUBL6YMOASdLkjN
Sound of Silver,39,Sound of Silver,LCD Soundsystem,spotify:track:442bPYh5CaoKNSadk699eG
oh baby,40,american dream,LCD Soundsystem,spotify:track:1Y5EqnpZLLoAp4RQQTr10O
other voices,36,american dream,LCD Soundsystem,spotify:track:0nTW4n6goPkpnoaBBeSjXm
change yr mind,33,american dream,LCD Soundsystem,spotify:track:0My2pMmVxevwrGyd1CR8u2
emotional haircut,31,american dream,LCD Soundsystem,spotify:track:0cxDKzFxhhYj2EYAxKsHwB
i used to,42,american dream,LCD Soundsystem,spotify:track:404ZIfgGYd8VnwUn0HA1Pd
how do you sleep?,38,american dream,LCD Soundsystem,spotify:track:3ETW8l9FuVFpPHUSTyZDK4
tonite,36,american dream,LCD Soundsystem,spotify:track:2iQov70C2Cs6KCu8Dk8wW1
call the police,35,american dream,LCD Soundsystem,spotify:track:5rhgZSkr7P8ZNx7OxBbdOw
american dream,37,american dream,LCD Soundsystem,spotify:track:37sZCRrGMdDsYg7QqqvdnR
black screen,37,american dream,LCD Soundsystem,spotify:track:6kKXowSTq8uKZhdFPdG9BS
pulse (v.1),28,american dream,LCD Soundsystem,spotify:track:3HEHSCGLO452rRpPkHQkYy
Dance Yrself Clean,30,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:3GZrXzXqCmE8NmA0T3E7QZ
Drunk Girls,23,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:2HN3jL5e8l9LS5reS1UXel
One Touch,21,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:1ZyPWo8C9aw44I3ySHAy7p
I Can Change,30,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:25SQI7rcz4fcSJpQg5Ut8J
Pow Pow,20,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:1MgLFBctGI6LPOtV5wCJsl
Somebody's Calling Me,17,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:079Euao4jItaMOnyUhCCxc
Home,29,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:1aHnGUYNyLfwGrw8He5rCH
Us V Them - London Session,17,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:2IUnJ3LVDDtdj6XcA6YbEk
Drunk Girls - London Session,14,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:0PjDyNb9HRCSoN6iDnEsQA
Daft Punk Is Playing at My House - London Session,18,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:2yBHjcZCsaquM9tfF6CPOQ
Pow Pow - London Session,14,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:1WmNDG3pDz1S00FUwq8T0H
I Can Change - London Session,15,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:0cBzh7xQVg4LE9ggxzuXrT
Yr City Is a Sucker - London Session,15,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:2gZPHwcxtG7W9zGamz6r9Q
All I Want,23,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:7dSxTRkDNd8QTazzvMeH5D
You Wanted a Hit,26,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:7taK11d9s5yximvm9XutqK
Throw,19,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:7gkSzgKjrEpUNv9R3ILEWy
Oh You (Christmas Blues),22,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:4otA3aGSA5NN6mdBd4x68w
All I Want - London Session,17,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:7euwuN9GH5PTL1Mav4phT4
Get Innocuous! - London Session,16,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:5WNPIQPFioVhBgMjnKeVLr
All My Friends - London Session,19,This Is Happening (Deluxe Edition),LCD Soundsystem,spotify:track:4vUWyMsr35vPFd5GEAqb7g
"New York, I Love You but You're Bringing Me Down",58,Sound of Silver,LCD Soundsystem,spotify:track:5rAff9XfcWx7rguN3t0fkW
The Shadow Of Seattle,32,Marcy Playground,Marcy Playground,spotify:track:2AWCqHT2N1LyXwY9Ku2s9B
"Decatur, or, Round of Applause for Your Step-Mother!",1,Illinois,Sufjan Stevens,spotify:track:31s3BSh3KbiOcOLURdab8f
Dancing Box,0,Hello Mom!,Modeselektor,spotify:track:0Vg95KZwFmD8iZEo8e6xC0
Tetrispack,0,Hello Mom!,Modeselektor,spotify:track:5YwalhClsH4eed5vkSU7d9
Kill Bill Vol. 4,0,Hello Mom!,Modeselektor,spotify:track:6TvZxt4o34jsxk25dBRDei
Ziq Zaq,0,Hello Mom!,Modeselektor,spotify:track:0eB9PYvnwCrcgarrpfCPj6
Vote Or Die,0,Hello Mom!,Modeselektor,spotify:track:52vJegMNCBaBvy2mC3LUf2
Earth - UPS Edit,0,Hello Mom!,Modeselektor,spotify:track:3gi2T8qCLGqmflFmMVJsfJ
In Loving Memory,0,Hello Mom!,Modeselektor,spotify:track:1zA7FooB8InyUowfq5omhI
Hasir,0,Hello Mom!,Modeselektor,spotify:track:3NFYSlnFnOLoSCWV0KQwOe
Silikon,0,Hello Mom!,Modeselektor,spotify:track:58xBnzRni79D1FPnksKLmB
I Love You,0,Hello Mom!,Modeselektor,spotify:track:0dwQtO4IQVr4nqmZNr9I7T
Die Club-Nummer,0,Hello Mom!,Modeselektor,spotify:track:6Y4L2QOcX3QMJSXOtcVdnp
The Rapanthem,0,Hello Mom!,Modeselektor,spotify:track:6lSbsFdjNZdqNg7zItjAwr
Fake Emotion,0,Hello Mom!,Modeselektor,spotify:track:7nqRiZThcK2GL466L2pZ2t
Blue Clouds,34,Monkeytown,Modeselektor,spotify:track:3u6L6Go8hGx9daN7573zTp
Pretentious Friends feat. Busdriver,31,Monkeytown,Modeselektor,spotify:track:3JVuEBIlHyIKw4ts5J62KK
Shipwreck,45,Monkeytown,Modeselektor,spotify:track:3VCgYMoLf09TOFrZZxRaLU
Evil Twin feat. Otto von Schirach,29,Monkeytown,Modeselektor,spotify:track:6ejNEhXexrAq0MrMGq4MYi
German Clap,31,Monkeytown,Modeselektor,spotify:track:0BGQpZw3XJ4w85rb4jlVsf
Berlin feat. Miss Platnum,39,Monkeytown,Modeselektor,spotify:track:3uD8x3IzUWD1BNlCC3fXk2
Grillwalker,36,Monkeytown,Modeselektor,spotify:track:3kGk98OggWD18ZBo8UQjWd
Green Light Go,24,Monkeytown,Modeselektor,spotify:track:0EAxD6WUcrU2bVMYfKlRMW
Humanized feat. Anti Pop Consortium,20,Monkeytown,Modeselektor,spotify:track:7y8ivvaPd5UC0kQuQTWM5H
This,30,Monkeytown,Modeselektor,spotify:track:1Mlfr3SHW2Vp0ZhVqQxgfh
War Cry,20,Monkeytown,Modeselektor,spotify:track:5cqWYYD9JeP5lwurHq5vuF
Chicago,9,Illinois,Sufjan Stevens,spotify:track:7Bo0xLcXWx3pdhqwthqGaz
Pulaski at Night,55,I Want to See Pulaski at Night,Andrew Bird,spotify:track:3v6NuKeDbFbaq1lNjw3XtR
Going to Scotland,19,Nothing for Juice,The Mountain Goats,spotify:track:0vcZUPOhMVlBl5jnJLZ5ne
Graceland,67,Graceland (25th Anniversary Deluxe Edition),Paul Simon,spotify:track:51KKQAgYFoJHgVIuJWHdHb
Wallflower,44,Who Are You? Who Is Anyone?,Moses Campbell,spotify:track:6xdl0FM9U3VZL3AwmHw8V3
Picture This,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:0MACrITPHC6SW7h91IH1aa
Super Disco Breakin',0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:1uRhDCy2AEGVruB5yTusyI
Song For The Man,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:30y9x3NeNMjT5Jn085U7ZE
Just A Test,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:1cyJ2ur7vrABjwPsERvnGJ
Sneakin' Out The Hospital,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:21GbL8M0N1szYEGqn3Ujg9
Putting Shame In Your Game,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:0WVaUUjE2wFmwKku2D2Jik
Flowin' Prose,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3BzQ0LjF8sGluJ4WlKYaAy
The Grasshopper Unit (Keep Movin'),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:27YPlrzP9B8kiwVq2pZ6rO
Electrify,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:13fi3qddxqgjENyXtIj9dn
Unite,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:2PdIMHqNhByz2nPSeKAypG
Dedication,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:0aN1stkD0FEo27WbpUTSey
"Dr. Lee, PhD",0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:1s9oCrplquVQxfiyxcfLS5
Description Of A Strange Man,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:23ErI2NMIOcDTIFhK2PhY1
Dirty Dog,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:2SlGWP6FhEMVPn4OtwfTHK
Body Movin' (Fatboy Slim Remix),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:1xIM9vQcMWQQSsLXW0me45
Peanut Butter And Jelly,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3Fi4rWDvfGFbqwwLBD7Y4g
The Drone,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3QP4iF7MrUeGqH4fhfblId
20 Questions Version,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:24Q2ArdBlgqTkupp2xdGNF
Body Movin' (Kut Masta Kurt Re-Mix),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:0cIHE98G1zDagGc7OvW8y0
Creepin',0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:14CXS9zJAAT355vcveZbMP
Oh My Goodness This Record's Incredible,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3ASkhch4SGRMv7wtzeUWIS
The Move,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:4X7QDx5gfyJpchj7542bey
Remote Control,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:5hzJMQB5CeYVY1knPFNFGS
Body Movin',0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6HkbuUWYIEnAwsgWu1nk3X
And Me,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6ujC3XBns1i6jgeV1oQkmg
Three MC's and One DJ,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6aN0CH0O56cnjbR1LlcISr
Song For Junior,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:62OPOrLqfq9JqzKTnZVyV5
The Negotiation Limerick File,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:69netNq9Ww53GiHtEzDCA9
Instant Death,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3YKMmWlnMjBOoTL7HErsGH
Intergalactic (Colleone & Webb Remix),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:5cO83bbEnRrwRUEPPhQwoE
"Dr. Lee, PhD (Dub Mix)",0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6K6qftOEDxwiI7dqFWLw7A
Switched On,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:5ardoYETdiSGKyU8kjxa0w
Auntie Jackie Poom Poom Delicious,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:4YCJ8p7XSXqLk8oCvILBgC
Putting Shame In Your Game (Prunes Remix),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6stMAINel6ZMY4i9rYTtNe
Stink Bug,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6vGqpzH5rvWXWcvCcfLgVZ
Piano Jam,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:3dLYpF5iVeFPouKXGLTICt
Happy To Be In That Perfect Headspace,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:4Mzdc5nDIwkIPpRtRhgjrp
The Negotiation Limerick File (The 41 Small Star Remix),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:4ArucE64zFjj7YqBrHd9Bx
The Biz Grasshopper Experiment,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:6m4tZt08Xqoe1LXU7o164m
Hail Sagan (Special K),0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:4ohUTG8UBuVyL33mB1szgO
Learning Remote Control,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:5hXAe93e0wX5FweQalBysC
Intergalactic,0,Hello Nasty (Remastered Edition),Beastie Boys,spotify:track:79I11PxwDLH9QaST0Zny89
Otha Fish,55,Bizarre Ride II The Pharcyde,The Pharcyde,spotify:track:1KcZRMyC2tSs3CMIsng9wx
Before the World Was Big,0,Before the World Was Big,Girlpool,spotify:track:4gVx7aSHGZceVbeUreIdwt
Peek A Boo,0,Welcome To My World,Daniel Johnston,spotify:track:4RNLjtPYV5OVuF47BIahv5
I'm Nervous,0,Welcome To My World,Daniel Johnston,spotify:track:4xs4t81HUaZyVy2hRrq0LQ
Man Obsessed,0,Welcome To My World,Daniel Johnston,spotify:track:20RNRxrKmTyGx9TMuwkT9L
Don't Let The Sun Go Down,0,Welcome To My World,Daniel Johnston,spotify:track:3Yaj5dc5AfLvI4BPov6joQ
Never Before Never Again,0,Welcome To My World,Daniel Johnston,spotify:track:1isZE0nqhEVcGSGl1e0mwZ
The Sun Shines Down On Me,0,Welcome To My World,Daniel Johnston,spotify:track:6gqfquIIh0BFvTsbHup2GY
Chord Organ Blues,0,Welcome To My World,Daniel Johnston,spotify:track:12txkCnWQXIncTXq9vNpyM
Living Life,0,Welcome To My World,Daniel Johnston,spotify:track:20H0UQiNZ26qRCpIY7EP9V
Speeding Motorcycle,0,Welcome To My World,Daniel Johnston,spotify:track:2KmKbhYnAr1G2hzqNReONz
True Love Will Find You In The End,0,Welcome To My World,Daniel Johnston,spotify:track:1qPLYFQSrJvXAGdlaogVAK
Sorry Entertainer,0,Welcome To My World,Daniel Johnston,spotify:track:3qXulT7KNzA1BGfjoSqoBC
Ain't No Woman Gonna Make A George Jones Outta Me,0,Welcome To My World,Daniel Johnston,spotify:track:19Kf6zwWvPQNhTJ2qVS3PL
Lennon Song,0,Welcome To My World,Daniel Johnston,spotify:track:3xaa4xWeQ1SeOpsSTiN7g8
Devil Town,0,Welcome To My World,Daniel Johnston,spotify:track:3lVYIS5tOCTHNGbS7gYusY
Laurie,0,Welcome To My World,Daniel Johnston,spotify:track:14uoveIrjCnhhlVOXL6D2L
Story Of An Artist,0,Welcome To My World,Daniel Johnston,spotify:track:5nSXjtRmTY22UHwf2qZOCX
Funeral Home,0,Welcome To My World,Daniel Johnston,spotify:track:5XVmyAoxT0p2d3t7uvAsmr
Casper The Friendly Ghost,0,Welcome To My World,Daniel Johnston,spotify:track:7zj4pEu6M6c4IVu2SOYP8h
Walking The Cow,0,Welcome To My World,Daniel Johnston,spotify:track:7x420FdhiV3aPaSdT7CebT
Never Relaxed,0,Welcome To My World,Daniel Johnston,spotify:track:6m3XloffmCqQBGR4jGSerJ
"The Planets, Op. 32: I. Mars, the Bringer of War",24,Holst - The Planets,Gustav Holst,spotify:track:76nUetOcstGyQl9l8Zl41O
"The Planets, Op. 32: II. Venus, the Bringer of Peace",20,Holst - The Planets,Gustav Holst,spotify:track:7nwge0PmqwVN6JrDG5M2GY
"The Planets, Op. 32: III. Mercury, the Winged Messenger",18,Holst - The Planets,Gustav Holst,spotify:track:09JFlFSkPihRAFFLesIWCP
"The Planets, Op. 32: IV. Jupiter, the Bringer of Jollity",27,Holst - The Planets,Gustav Holst,spotify:track:5NkPph8tRvjWDcIeI1EmEY
"The Planets, Op. 32: V. Saturn, the Bringer of Old Age",18,Holst - The Planets,Gustav Holst,spotify:track:1erRoPRIhMTLQqMKrGHg9B
"The Planets, Op. 32: VI. Uranus, the Magician",14,Holst - The Planets,Gustav Holst,spotify:track:0IXKie5Urqojp4BQWNoF3Z
"The Planets, Op. 32: VII. Neptune, the Mystic",19,Holst - The Planets,Gustav Holst,spotify:track:3VWPhrbyxIVJ5j4w95jZca
Controversy,52,Controversy,Prince,spotify:track:5shPZ6RnC6sCm0iSZiv7wU
Dancing In the Dark,80,Born In The U.S.A.,Bruce Springsteen,spotify:track:7FwBtcecmlpc1sLySPXeGE
"Musikalisches Opfer, Op. 6, BWV 1079: Canon 2 à 2 violini in unisono",7,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:0MRuzeRn76w8y5JP2EcQKn
"Musikalisches Opfer, Op. 6, BWV 1079: Canon 5 à 2 per tonos",6,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:18rnR2QfF3xnFwgAbAXYIJ
"Musikalisches Opfer, Op. 6, BWV 1079: Canon perpetuus",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:1MZkhzIUjAKfFTae9lwPon
"14 Verschiedene Canones, BWV 1087: No. 2, Canon all' roverscio",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:0u3TLYMQtRZiVKz06baGbd
"14 Verschiedene Canones, BWV 1087: No. 4, Canon in motu contrario e recto",0,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:20DbANTmJUBWtej5zRNd5G
"14 Verschiedene Canones, BWV 1087: No. 6, Canon simplex à 3 über besagtes Fundament",2,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:15rBPlwDCHdxU3hJcWcqbL
"14 Verschiedene Canones, BWV 1087: No. 8, Canon simplex à 3 il soggetto in alto",2,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:2277OoCoLS31tqnJ9oNnWe
"Flute Sonata in G Major, BWV 1038: II. Vivace",2,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:01xr9MNhdvglv4IEaBMNY1
"Musikalisches Opfer, Op. 6, BWV 1079: Canon 1 à 2 cancrizans",8,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:3PO98NHN5LZ7NuKPsDqT2I
"Musikalisches Opfer, Op. 6, BWV 1079: Canon 3 à 2 per motum contrarium",6,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:3KAPkh0w0MrMaYAYBXm0cP
"Musikalisches Opfer, Op. 6, BWV 1079: Fuga canonica in epidiapente",5,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:38wB4NLwbxdcO2DJxOPXM6
"Musikalisches Opfer, Op. 6, BWV 1079: Canon perpetuus super Thema Regium",4,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:299iviW2hL5vFWsKVk8FHg
"Musikalisches Opfer, Op. 6, BWV 1079: Ricercar à 6",5,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:3d2HIsVEp7l2TGnxTAoGtZ
"Musikalisches Opfer, Op. 6, BWV 1079: Canon à 2 querendo invenietis",4,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:47wmMayum0mEqBaOXFE9jd
"Musikalisches Opfer, Op. 6, BWV 1079: Canon à 4",4,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:5pGfTjsun3R6GzVyPhttC9
"Musikalisches Opfer, Op. 6, BWV 1079, Sonata sopra il Soggetto Reale: III. Andante",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:5n9eDir8G5ld9cRy6YpG9K
"Musikalisches Opfer, Op. 6, BWV 1079, Sonata sopra il Soggetto Reale: IV. Allegro",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:39IKyaV5XvytMQQEbLSk6y
"Goldberg Variations, Op. 4, BWV 988: Aria",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:2RBSGsMnQp37h7ajRVldKT
"14 Verschiedene Canones, BWV 1087: No. 1, Canon simplex",2,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:4yGfp1TovjlbiLJiqVncX7
"14 Verschiedene Canones, BWV 1087: No. 3, Canon in motu recto e contrario",3,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:4BODIO07Hg8dWhEJCVaqs0
"14 Verschiedene Canones, BWV 1087: No. 5, Canon duplex à 4",2,J.S. Bach: Musikalisches Opfer,Johann Sebastian Bach,spotify:track:5oxNRSZ30h4EByhJClvWLT
